id,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
6864,0.028993,0.89205,-0.12931,0.83868,-51.683,0,0.028993,0.12103,1.3943,0.10797,NAN,0.036169,0.020794,0.028993,11230,0.032501,1.121,0.028993,0.020794,22.278,1.3126,0.055446,0.020794,0.099955,0.071814,0.032501,0.35906,-0.39456,3.7743,0.62569,0.033649,214.02,1.9073,1.7138,-0.13183,1.7121,113.56,0.11314,-0.094549,0.030814,0.53628,0.039766,169.52,147.24,0.34068,0.13698,20.318,0.055446,0.039766,0.75363,0.80158,0.52431,0.32944,0.34522,-769,0.019537,0.26853,0.80005,0.047891,16.384,2.4789,209.84,1.7395,4.2545,1
6865,-0.15983,0.42582,0.26986,1.6337,-47.554,-0.15983,-0.15983,1.2044,0.89107,0.51287,-0.15983,-0.37535,-0.078383,-0.15983,-1298.1,-0.28118,2.3484,-0.15983,-0.10463,111.43,1.1284,-0.15219,-0.10463,-0.15983,0.51287,-0.28118,NAN,0.88678,4.4221,0.27046,-0.10463,90.665,4.0258,-0.35741,-0.15219,1.5647,NAN,0.51287,-0.099632,0.08772,-0.12489,-0.099632,157.3,45.873,-0.34273,0.53857,99.293,-0.19229,-0.12588,1.6337,0.42582,0.2484,1.6853,1.6853,7131.7,-0.12224,-0.31164,1.1222,0,3.2756,7.9567,101.75,3.5873,5.0196,1
6866,0.14628,0.45941,0.31911,1.716,-17.204,0.14628,0.21317,1.1109,1.1041,0.51035,0.21317,0.47831,0.091599,0.21317,693.64,0.52621,2.1767,0.21317,0.080773,59.667,1.4141,0.23457,0.055426,0.21317,0.51035,0.3806,NAN,1.3567,4.6093,0.17277,0.080773,68.055,5.3633,0.51059,0.23457,2.6444,24.286,0.52408,0.08888,0.008996,0.057398,0.08888,105.22,45.551,0.33906,0.74801,65.878,0.206,0.078054,1.6647,0.44568,0.18645,2.1698,2.2282,12979,0.09428,0.28662,0.90572,0.026897,6.1173,8.0129,61.638,5.9216,11.221,1
6867,0.039659,0.47392,0.20013,1.4597,-54.822,0.039659,0.054421,1.0789,1.0035,0.5113,0.054421,0.12499,0.079998,0.054421,1130.5,0.32286,2.11,0.054421,0.028452,89.899,0.93584,0.04635,0.020734,0.054421,0.5113,0.29171,NAN,0.54908,4.094,0.23806,0.028452,83.379,4.3776,0.0978,0.04635,1.9825,4.2668,0.54984,0.024232,0.052462,0.1075,0.024232,116.92,27.017,0.084183,0.37763,90.218,-0.052242,-0.027313,1.341,0.43539,0.22844,1.4028,1.5085,2484.9,0.003532,0.077564,0.99647,0.075365,4.0601,13.51,83.085,4.3931,5.2478,1
6868,-0.030098,1.4724,0.50947,88.97,4810.7,-0.030098,-0.030098,-0.32328,1.2502,-0.476,-0.030098,-5.197,-0.07898,-0.030098,-87658,-0.004164,0.67917,-0.030098,-0.38773,0,0.79641,0.014068,-0.38773,-0.030098,-0.476,-0.004164,NAN,1.051,4.5756,12.935,-0.38773,34.044,10.722,0.009554,0.014068,0.083256,0.35133,0.99061,0.18123,80.858,1.2727,0.18123,220.9,220.9,NAN,88.97,0,-0.009899,-0.12753,0.34995,0.005791,0.09327,-0.98196,2.0436,19175,0.20011,0.063232,0.79989,-3.0811,NAN,1.6523,27.231,13.404,0.16014,1
6869,0.008618,0.54215,0.084962,1.1567,-74.652,0.008618,0.0033,0.76323,1.0326,0.41379,0.0033,0.006087,0.02518,0.0033,5827.8,0.062631,1.8445,0.0033,0.002447,91.927,0.91313,0.032121,0.006391,0.0033,0.41379,0.07244,NAN,0.22785,4.3837,0.37175,0.002447,151.52,2.4089,0.059247,0.032121,1.3506,NAN,0.41379,0.02382,0.093404,0.28393,0.02382,156.03,64.107,0.025374,0.53027,94.922,0.001465,0.001087,1.1567,0.54215,0.41513,1.1097,1.1097,2055.4,0.031546,0.020826,0.96845,0,3.9705,5.6936,146.74,2.4873,3.6164,1
6870,-0.053234,0.54978,-0.37569,0.31665,-419.76,-0.053234,-0.051229,-2.0032,0.75552,-1.1013,-0.051229,-0.093181,-0.013222,-0.051229,-41709,-0.008751,1.8189,-0.051229,-0.14079,132.02,0.94897,-0.09587,-0.1463,-0.051229,-1.1013,-0.012399,NAN,-0.45488,3.6168,1.4789,-0.14079,416.65,0.87603,-0.17438,-0.09587,0.4167,NAN,-1.1013,-0.26347,0.02141,-0.3655,-0.26347,162.82,30.799,-0.40447,0.077257,99.746,-0.14229,-0.39104,0.31665,0.54978,1.1415,-1.3334,-1.3334,-1554.7,-0.32359,0.048338,1.3236,0,2.7647,11.851,551.48,0.66185,0.44057,1
6871,0.016878,0.54473,0.019355,1.0417,-91.507,0.016878,0.016878,0.50864,1.0385,0.27707,0.016878,0.03633,0.044336,0.016878,3775.7,0.096672,1.8358,0.016878,0.01421,92.344,1.0744,0.011596,0.01421,0.016878,0.27707,0.096672,NAN,0.037504,4.5386,0.42871,0.01421,148.26,2.4618,0.021287,0.011596,1.2938,2.2886,0.35722,0.009763,0.077509,0.378,0.009763,137.65,45.304,0.056166,0.39484,95.9,-0.024186,-0.020363,0.88839,0.46458,0.4062,0.53689,0.6922,668.94,0.037083,0.060916,0.96292,0.28928,3.9526,8.0566,142.77,2.5566,2.3015,1
6872,0.16822,0.51396,-0.055259,0.88815,-23.919,0.16822,0.16822,0.94567,1.0765,0.48604,0.16822,0.34049,0.065611,0.16822,823.3,0.44334,1.9457,0.16822,0.048438,15.643,1.1981,0.18794,0.048438,0.16822,0.48604,0.44334,NAN,-0.098463,4.4593,0.13297,0.048438,55.897,6.5299,0.36568,0.18794,3.4903,14.557,0.50596,0.054118,0.11829,0.068249,0.054118,39.974,24.331,1.1302,0.58688,16.84,0.1283,0.036944,0.85373,0.49404,0.15314,0.86605,0.90154,-1591,0.071075,0.3461,0.92892,0.040979,23.333,15.001,51.924,7.0295,6.1881,1
6873,0.068702,0.77317,0.27777,1.458,-13.051,-0.002031,0.085697,0.29337,2.0812,0.22683,0.1828,0.14131,0.043626,0.085697,3108.2,0.11743,1.2934,0.085697,0.041176,59.396,1.6276,0.14189,0.03301,0.2261,0.22493,0.095452,1.4612,2.3993,4.42,0.34555,0.041449,113.69,3.2111,2.5187,0.13413,2.1302,5.4977,0.32606,0.064449,0.1047,0.17534,0.068176,143.94,84.541,0.20285,0.66316,63.479,0.13679,0.065726,1.1436,0.60646,0.31142,1.9593,2.8164,7306,0.064467,0.30288,0.91419,0.43748,6.1452,4.3175,106.36,3.4318,17.977,1
6874,-0.006319,0.508,-0.071672,0.82005,-81.979,-0.006319,-0.008052,0.94802,1.0251,0.4816,-0.008052,-0.020217,0.03689,-0.008052,7209.1,0.05063,1.9685,-0.008052,-0.011549,36.341,1.2245,0.016598,-0.009064,-0.008052,0.4816,0.054041,NAN,-0.10644,5.6321,0.71418,-0.011549,213.73,1.7077,0.032672,0.016598,0.71035,2.3442,0.59131,0.023806,0.040614,0.33158,0.023806,162.52,126.18,-0.091035,0.64576,37.252,-0.017175,-0.024634,0.64294,0.39829,0.58557,0.71519,0.87812,-30725,0.02445,-0.013122,0.97555,0.22782,10.044,2.8927,208.51,1.7505,1.0354,1
6875,0.096136,0.94959,-0.097511,0.89505,-22.97,0,0.096136,0.053086,3.8973,0.05041,0.10357,0.10347,0.042844,0.096136,2075.7,0.17584,1.0531,0.096136,0.024667,13.088,NAN,0.10243,0.024667,0.096136,0.041122,0.17584,13.773,-0.57909,4.0321,0.23668,0.025318,90.603,4.0942,4.006,0.15427,3.8973,33.806,0.070876,0.039584,0.030239,0.18268,0.026281,75.253,62.165,0.68793,0.74464,13.409,0.031584,0.008104,0.87576,0.92912,0.24425,0.29937,0.42091,-1049.8,0.039584,1.9071,0.97798,0.40599,27.888,5.8715,87.016,4.1946,23.145,1
6876,-0.074176,0.58112,0.080968,1.1393,-22.027,0,-0.074176,0.72081,7.4241,0.41888,-0.06181,-0.12764,-0.006864,-0.074176,-4162.6,-0.087686,1.7208,-0.074176,-0.009991,23.722,1.0506,-0.063907,-0.009991,-0.090132,0.3771,-0.087686,-5.1682,0.23961,2.7892,0.072038,-0.008326,28.335,12.989,12.989,-0.061778,7.4845,NAN,0.41888,-0.008321,0.18102,-0.47609,-0.008608,27.379,3.6572,-0.15373,1.0113,23.332,-0.087126,-0.011736,1.1393,0.58112,0.076986,1.2396,1.2396,49.83,-0.008317,-0.17708,1.0085,0,15.386,99.803,28.57,12.775,21.971,1
6877,-0.009092,0.88042,0.32198,1.5505,-8.5706,0,-0.002334,0.13569,3.675,0.11947,0.02644,-0.003991,0.002528,-0.002334,34585,0.010554,1.1358,-0.002334,-0.000635,40.093,1.0301,0.009561,-0.002474,0.079759,0.088981,0.002878,0.33227,3.4556,3.9505,0.23396,0.007194,58.102,6.3047,4.1884,0.000641,3.714,1.8342,0.39381,0.000174,0.045219,1.3852,0.002602,87.443,47.35,-0.022524,0.73539,39.956,-0.002065,-0.000562,1.03,0.58489,0.15861,1.2822,4.2266,2873,0.000183,-0.076107,0.99287,2.2964,9.1038,7.7085,58.091,6.2832,39.441,1
6878,0.21624,0.25835,0.3851,2.5192,-2.0877,0,0.26463,2.8707,3.0703,0.74165,NAN,1.0439,0.086191,0.26463,356.34,1.0243,3.8707,0.26463,0.086191,47.683,1.0175,0.28933,0.07043,0.49625,0.574,0.83699,11.682,1.0655,3.6936,0.075654,0.089426,37.135,11.048,10.84,0.28022,3.0901,NAN,0.74165,0.091269,0.10383,0.029764,0.094236,72.788,25.105,0.53912,1.6861,52.277,0.28933,0.094236,2.4718,0.25349,0.090518,2.0521,2.0521,1902,0.18847,0.29156,0.8098,0,7.6547,14.539,30.136,12.112,8.4952,1
6879,-0.76,2.3577,-0.6585,0.59961,-255.38,-0.74089,-0.76,-0.57585,1.4052,-1.3577,-0.30119,-0.4621,-0.51963,-0.76,-1178.5,-0.3097,0.42415,-0.76,-0.54085,156.43,NAN,-0.41246,-0.54085,-0.76,-1.5009,-0.3097,-0.89898,-47.592,2.5429,1.6491,-0.54085,330.41,1.1071,0.77231,-0.41168,1.5197,0.53845,-0.64464,-0.29297,0.030499,-0.20539,-0.29353,243.13,86.696,-1.262,0.39668,120.72,-0.44228,-0.31475,0.41828,1.6447,0.90324,-98.122,-46.59,-229.87,-0.29297,0.55979,1.1982,-0.52518,2.3333,4.2101,427.21,0.85439,101.56,1
6880,0.011514,0.80752,-0.011046,0.98632,-251.79,0.011514,0.014275,0.23448,1.035,0.18934,0.014275,0.017677,0.025455,0.014275,14660,0.024897,1.2384,0.014275,0.018073,239.53,1.2334,0.023801,0.014578,0.014275,0.18934,0.021478,NAN,-0.054273,4.6703,1.0209,0.018073,386.25,0.94499,0.029475,0.023801,0.79273,NAN,0.18934,0.030135,0.001879,0.89596,0.030135,367.37,127.84,0.022214,0.34446,247.92,0.017972,0.022754,0.98632,0.80752,1.0582,0.9303,0.9303,-517,0.033841,0.06081,0.96616,0,1.5238,2.855,373.18,0.97809,3.8806,1
6881,-0.11342,1.0531,-0.27738,0.57616,-49.219,-0.94625,-0.11342,-0.050382,2.4941,-0.053056,-0.077739,-0.17331,-0.022488,-0.11342,-6853.1,-0.053261,0.94962,-0.11342,-0.045475,10.025,NAN,-0.07788,-0.045475,-0.11342,-0.49752,-0.053261,-2.1827,-0.44527,4.0606,0.41543,-0.033892,92.259,3.9591,2.4604,-0.094894,2.5131,0.77421,0.34548,-0.038047,0.026641,-1.7084,-0.031225,52.628,42.603,-1.6558,0.13131,9.65,-0.13521,-0.054213,0.35806,0.65443,0.25258,-0.085169,0.5546,-3189,-0.038082,2.1378,1.031,-7.5117,36.41,8.5674,95.772,3.8111,4.0038,1
6882,0.000493,0.33412,0.11637,1.466,-22.197,0,0.005172,1.9929,0.7602,0.66588,0.039223,0.020712,0.076944,0.005172,2084.9,0.17507,2.9929,0.005172,0.006803,62.798,0.81329,0.000535,0.000649,0.027002,0.48048,0.16106,0.015712,0.18356,4.9792,0.40222,0.02477,140.2,2.6446,1.9764,-0.005938,0.7602,29.904,0.67374,-0.00781,0.20569,0.2068,0.000704,151.1,88.304,0.00377,0.94223,72.293,-0.052787,-0.069438,1.0956,0.2497,0.37813,1.0504,1.0628,11093,0.14488,0.00074,0.91345,0.011815,5.8123,4.1335,119.89,3.0445,1.1992,1
6883,0.013837,0.53846,-0.10542,0.76112,-122.22,0.013837,0.043706,0.7463,1.0395,0.40185,0.043706,0.099039,0.10245,0.043706,1719.2,0.21231,1.8571,0.043706,0.039167,72.433,0.87035,0.055626,0.0124,0.043706,0.40185,0.15684,NAN,-0.15873,4.5988,0.48223,0.039167,150.04,2.4326,0.10331,0.055626,1.1816,1.1779,0.49901,0.049849,0.031627,0.14023,0.049849,105.3,32.867,0.062485,0.25932,75.293,-0.014986,-0.01343,0.62379,0.4413,0.41108,0.6051,0.7514,-4185.4,0.037983,0.034433,0.96202,0.24177,5.0391,11.106,144.35,2.5287,1.6803,1
6884,-0.13631,0.76282,-0.21999,0.62417,-117.04,-0.13631,-0.1353,0.12056,0.94108,0.091968,-0.1353,-0.23116,-0.091372,-0.1353,-2968.2,-0.12297,1.3109,-0.1353,-0.1318,41.906,1.1596,-0.089506,-0.13278,-0.1353,0.091968,-0.12428,NAN,-0.34662,4.9844,0.73375,-0.1318,195.85,1.8637,-0.11734,-0.089506,1.0496,1.3943,0.26946,-0.087188,0.021984,-0.52243,-0.087188,125.32,83.415,-1.1565,0.4228,39.437,-0.13101,-0.12761,0.47894,0.58533,0.53657,0.14491,0.42457,-21224,-0.062613,-1.4821,1.0626,1.9299,8.7099,4.3757,208.11,1.7539,1.6176,1
6885,-0.12323,0.36378,0.061508,1.1717,18.645,-0.12323,-0.12323,1.6119,0.9966,0.58637,-0.12323,-0.3441,-0.11281,-0.12323,-1643.8,-0.22205,2.7489,-0.12323,-0.17211,13.414,1.0501,-0.087228,-0.17211,-0.12323,0.58637,-0.22205,NAN,0.10598,4.1725,0.50466,-0.17211,181.94,2.0062,-0.23978,-0.087228,0.77099,69.591,0.59202,-0.12182,0.007311,-0.26712,-0.12182,212.58,199.17,-4.6832,1.0983,13.368,-0.12968,-0.18111,1.1535,0.35813,0.49846,1.0104,1.0201,915.01,-0.003413,-0.21016,1.0034,0.009639,27.211,1.8326,182.56,1.9993,1.2338,1
6886,-0.050369,0.29193,0.20496,1.7021,11.624,-0.050369,-0.043738,2.2567,0.97403,0.6588,-0.043738,-0.14982,-0.0109,-0.043738,-6032.1,-0.060509,3.4254,-0.043738,-0.026988,34.176,1.0337,-0.03473,-0.03108,-0.043738,0.6588,-0.083224,NAN,0.40738,4.5586,0.10947,-0.026988,64.043,5.6993,-0.11897,-0.03473,1.653,NAN,0.6588,-0.02143,0.39343,-1.1086,-0.02143,86.043,51.867,-0.33194,1.1823,33.288,-0.060803,-0.037519,1.7021,0.29193,0.17546,1.3095,1.3095,7418,-0.026664,-0.076455,1.0267,0,10.68,7.0372,65.75,5.5513,3.2212,1
6887,0.051322,0.48143,0.16719,1.6568,-11.971,0.051322,0.078173,1.0024,1.1052,0.48261,0.078173,0.30709,0.090277,0.078173,1170.4,0.31185,2.0771,0.078173,0.047005,47.151,1.1381,0.12577,0.03086,0.078173,0.48261,0.25608,NAN,0.28922,5.4367,0.28871,0.047005,61.749,5.911,0.26124,0.12577,1.6916,0.91205,0.70948,0.075626,0.005056,0.080047,0.075626,92.282,45.131,0.23889,0.81284,52.112,0.053807,0.032354,0.87604,0.25456,0.16918,0.83487,1.2273,45702,0.095209,0.10634,0.90479,0.47009,7.7412,8.0876,55.87,6.533,2.8769,1
6888,-0.24513,1.5887,-1.2843,0.19161,-353.25,-0.24513,-0.24513,-0.38549,0.90651,-0.61242,-0.24513,-0.1543,-0.087655,-0.24513,-4503.9,-0.081041,0.62946,-0.24513,-0.1669,37.562,0.92724,-0.19886,-0.1669,-0.24513,-0.61242,-0.081041,NAN,-1.8462,5.021,1.0625,-0.1669,357.88,1.0199,-0.12517,-0.19886,1.521,NAN,-0.61242,-0.13539,0.042956,-0.63331,-0.13539,58.686,21.124,-1.6218,0.096462,34.05,-0.31524,-0.21463,0.19161,1.5887,0.98051,-0.88041,-0.88041,-134780,-0.10313,0.40027,1.1031,0,9.7173,17.279,394.79,0.92454,2.1115,1
6889,0.027192,1.4028,-0.12723,0.87057,-41.596,-0.038694,0.036351,-0.28712,1.5369,-0.40277,0.10153,0.036981,0.023652,0.036351,14085,0.025914,0.71288,0.036351,0.023652,12.393,NAN,0.091019,0.017693,0.036351,-0.011502,0.019385,1.3965,-0.88189,4.1488,0.66388,0.031552,261.01,1.5947,1.1174,0.056869,1.5369,2.0363,-0.008165,0.037003,0.39083,0.51373,0.059223,111.99,99.601,0.52109,0.81748,12.151,0.091019,0.059223,0.61003,0.98296,0.62709,-2.7918,-0.056594,-1792,0.1056,-0.067513,1.0623,-0.97973,29.452,3.6646,233.45,1.5635,10.653,1
6890,0.00196,0.45109,0.1388,1.6896,-48.889,0.00196,0.003939,1.2159,1.1278,0.54848,0.003939,0.019568,0.093452,0.003939,2963.4,0.12317,2.2169,0.003939,0.006625,123.6,1.0595,0.068051,0.003297,0.003939,0.54848,0.11878,NAN,0.21034,4.5754,0.74414,0.006625,139.36,2.6192,0.15086,0.068051,0.59746,0.55548,0.79829,0.11446,0.053317,0.12392,0.11446,202.2,78.601,0.009735,0.6894,139.38,0.016428,0.027632,0.75392,0.20128,0.3818,0.83114,1.2097,5221.7,0.11328,0.003573,0.88672,0.45545,2.9532,4.6437,123.57,2.9538,0.90093,1
6891,-1.3727,1.9905,-1.0624,0.46628,-7.8927,0,-1.3727,-0.49762,48.005,-0.99052,-0.35079,-0.68963,-0.028296,-1.3727,-534.87,-0.68241,0.50238,-1.3727,-0.028596,0,NAN,-0.46621,-0.028596,-1.3727,-1.3727,-0.68241,-0.4562,-14.785,2.1167,0.037806,-0.028467,14.989,24.351,24.351,-0.4666,48.121,NAN,-0.99052,-0.00972,0.088249,-0.14684,-0.009712,5.7214,5.7214,NAN,0.088249,0,-0.48058,-0.010011,0.46628,1.9905,0.041066,-13.785,-13.785,-138.98,-0.009713,1.3859,1.0073,0,NAN,63.795,15.135,24.117,668.09,1
6892,0.14186,0.53552,0.25592,1.6224,8.9011,0.001042,0.18035,0.86697,2.5967,0.46428,0.22431,0.43864,0.078593,0.18035,957.78,0.38109,1.8674,0.18035,0.069455,26.394,1.208,0.21227,0.054633,0.21886,0.35722,0.30922,4.8295,0.76918,3.6864,0.20505,0.077111,63.632,5.8289,4.4753,0.23821,2.6206,4.6762,0.56678,0.091738,0.030541,0.075639,0.081748,92.003,65.609,0.75551,0.48723,28.597,0.18854,0.07261,1.2457,0.41116,0.17156,1.3954,1.7035,1243,0.091738,0.30556,0.91452,0.22077,13.829,5.5633,57.795,6.3155,7.8045,1
6893,0.051957,0.77172,-0.10743,0.75317,-25.193,0.051957,0.072549,0.29413,1.0331,0.22699,0.072549,0.16669,0.054667,0.072549,1881.6,0.19398,1.2958,0.072549,0.026493,9.5609,1.0227,0.090686,0.018973,0.072549,0.22699,0.1673,NAN,-0.15982,4.4673,0.28002,0.026493,59.934,6.0901,0.11751,0.090686,2.7491,0.76099,0.56348,0.033116,0.013395,0.15117,0.033116,42.915,33.354,0.72433,0.58836,9.8778,0.013535,0.004943,0.42477,0.43522,0.1642,0.3377,0.8383,-3151,0.032083,0.2289,0.96792,1.4824,38.176,10.943,58.011,6.2919,4.074,1
6894,0.003625,0.79015,-0.21231,0.61033,-166.44,0.003625,0.010335,0.24538,1.0385,0.19389,0.010335,0.018968,0.047152,0.010335,6124.3,0.059599,1.2656,0.010335,0.010348,77.152,0.83583,0.033993,0.00363,0.010335,0.19389,0.051108,NAN,-0.31808,4.5221,0.78453,0.010348,206.79,1.7651,0.04302,0.033993,1.0439,0.49498,0.4392,0.034036,0.019859,0.36717,0.034036,117.57,40.421,0.017173,0.22286,80.123,-0.002765,-0.002769,0.42084,0.54484,0.56654,0.29048,0.65801,-7064,0.037075,0.018698,0.96293,1.2652,4.7309,9.0299,199.12,1.8331,1.4963,1
6895,-0.029387,0.65645,0.30547,1.8418,6.3828,0,-0.029387,0.52288,1.4694,0.34325,-0.006651,-0.080984,0.000749,-0.029387,217720,0.001677,1.5233,-0.029387,-0.02,69.235,1.147,-0.013171,-0.02,-0.046645,0.12017,0.001677,-0.57928,0.9219,3.5266,0.44236,-0.007059,88.476,4.1856,2.3138,-0.02776,1.5123,2.605,0.49282,-0.018893,0.018811,1.2636,-0.008964,164.33,95.092,-0.10544,0.78689,66.979,-0.043659,-0.029713,1.0181,0.36288,0.23891,1.0359,1.4873,1027,-0.018826,-0.085615,1.0043,0.43575,5.2719,3.8384,90.142,4.0492,4.4345,1
6896,-0.37449,0.69563,-0.56199,0.19212,-263.48,-0.37449,-0.37449,0.41802,0.71971,0.29079,-0.37449,-0.53836,-0.42711,-0.37449,-880.8,-0.41439,1.4376,-0.37449,-0.55488,31.753,0.56186,-0.30151,-0.55488,-0.37449,0.29079,-0.41439,NAN,-0.64868,5.0371,1.0279,-0.55488,270.76,1.3481,-0.43344,-0.30151,0.72931,NAN,0.29079,-0.44674,0.006378,-0.10623,-0.44674,69.875,38.122,-6.3784,0.10771,22.853,-0.38774,-0.57451,0.19212,0.69563,0.7418,0.33564,0.33564,-61207,-0.38944,-1.2879,1.3894,0,11.495,9.5745,376.2,0.97023,0.77903,1
6897,-0.050274,0.42186,0.03199,1.1109,-116.31,-0.050274,-0.050274,1.3287,0.91539,0.56054,-0.050274,-0.17434,0.041211,-0.050274,4666.7,0.078214,2.3704,-0.050274,-0.062791,124.49,0.82846,-0.098789,-0.062791,-0.050274,0.56054,0.078214,NAN,0.04707,4.2374,0.52579,-0.062791,120.34,3.0331,-0.23417,-0.098789,1.0369,0.35434,0.69403,-0.12339,0.0537,-0.89369,-0.12339,138.99,14.503,-0.18411,0.16402,113.95,-0.18206,-0.22739,0.75941,0.28838,0.3297,0.82477,1.0212,552.58,-0.092434,-0.089689,1.0924,0.23814,2.9321,25.167,131.46,2.7764,1.1781,1
6898,0.061995,0.74039,0.13287,1.2203,0.96317,0,0.076314,0.35051,2.6837,0.25952,0.10038,0.12655,0.042836,0.076314,2350.7,0.15527,1.3506,0.076314,0.028436,16.8,NAN,0.099387,0.0231,0.076314,0.084299,0.13593,4.1291,0.50332,4.0117,0.24169,0.036458,84.438,4.329,3.526,0.076939,2.711,4.5719,0.39346,0.028668,0.15626,0.17879,0.037033,87.272,70.471,0.50187,0.3611,17.271,0.060739,0.022632,0.99395,0.60304,0.231,0.98304,1.4904,1365,0.028691,0.23889,0.96295,0.51613,21.726,5.1794,82.016,4.4504,10.166,1
6899,0.039421,0.9359,-0.36401,0.5573,-63.048,0.039421,0.039421,0.061394,1.0442,0.057459,0.039421,0.047943,0.038662,0.039421,2744.2,0.13301,1.0685,0.039421,0.012244,18.049,1.1294,0.069504,0.012244,0.039421,0.057459,0.13301,NAN,-0.6719,3.7597,0.27948,0.012244,97.333,3.75,0.074265,0.069504,3.2361,2.6311,0.17111,0.021587,0.046169,0.19907,0.021587,47.644,29.595,0.2476,0.36367,18.846,-0.015555,-0.004831,0.48962,0.82225,0.26667,0.10606,0.31584,-2093.3,0.042314,0.68608,0.95769,1.978,20.223,12.333,93.214,3.9157,5.943,1
6900,0.014176,0.66686,0.10718,1.1607,-0.30642,-0.000201,0.045587,0.49953,5.925,0.33312,0.060807,0.06836,0.018924,0.045587,2170.8,0.16814,1.4996,0.045587,0.007694,6.3071,NAN,0.056521,0.002393,0.045587,0.21224,0.12104,3.7136,0.47438,2.7372,0.097966,0.010263,41.91,8.8119,8.8119,0.11575,5.9357,NAN,0.33312,0.019536,0.14419,0.18063,0.009539,41.76,35.453,0.13846,0.29772,6.3594,-0.010018,-0.001691,1.1607,0.66686,0.11348,1.4744,1.4744,58.52,0.019784,0.042556,0.98999,0,57.871,10.295,41.081,8.8849,26.224,1
6901,-0.47916,0.86466,-0.005038,0.96107,-25.824,-0.12635,-0.47916,0.15652,0.30366,0.13534,-0.12032,-3.7027,-1.3923,-0.47916,-746.46,-0.48898,1.1565,-0.47916,-1.5779,21.394,NAN,-0.12462,-1.5779,-0.47916,-0.36106,-0.48898,-0.34728,-0.005754,4.3063,2.6335,-1.4987,112.9,3.329,0.49823,-0.11464,0.31049,0.14569,0.86684,-0.37752,0.533,-0.42224,-0.41038,66.585,45.191,-26.921,0.67054,15.08,-0.18097,-0.59597,0.14384,0.12941,0.30039,0.15456,0.98996,-102,-0.37768,-3.5405,1.3875,5.4051,17.061,8.0768,155.55,2.3466,0.3468,1
6902,0.041573,0.57065,0.12697,1.2639,-34.605,0.041573,0.056324,0.73837,1.0188,0.42135,0.056324,0.11705,0.05156,0.056324,1408.1,0.25922,1.7524,0.056324,0.019632,48.863,1.2676,0.07,0.01449,0.056324,0.42135,0.23337,NAN,0.32387,3.3932,0.18794,0.019632,62.371,5.8521,0.12267,0.07,2.9066,2.5051,0.5108,0.024399,0.075303,0.1161,0.024399,72.763,23.9,0.10824,0.4657,49.782,-0.021601,-0.007529,1.0657,0.4812,0.17088,1.0748,1.3029,314,0.018464,0.098666,0.98154,0.2123,7.4698,15.272,61.219,5.9622,7.3181,1
6903,-0.18039,1.2765,-0.66793,0.47673,-137.96,-0.18039,-0.18039,-0.37955,0.93373,-0.48448,-0.18039,-0.14132,-0.063192,-0.18039,-3410.3,-0.10703,0.78342,-0.18039,-0.083438,33.569,1.067,-0.16024,-0.083438,-0.18039,-0.48448,-0.10703,NAN,-1.7062,4.7005,0.56046,-0.083438,201.23,1.8139,-0.12553,-0.16024,2.1709,NAN,-0.48448,-0.074119,0.05372,-0.36032,-0.074119,91.162,57.593,-0.90724,0.32097,31.344,-0.20401,-0.094364,0.47673,1.2765,0.5513,-1.2376,-1.2376,-33512,-0.07097,0.37233,1.071,0,10.873,6.3375,215.51,1.6937,5.5225,1
6904,0.13025,0.65062,-0.23907,0.51267,-78.094,0.13025,0.15668,0.44007,1.0833,0.28632,0.15668,0.31939,0.12543,0.15668,1294.9,0.28187,1.537,0.15668,0.10716,9.7204,1.6721,0.11055,0.089086,0.15668,0.28632,0.24125,NAN,-0.3194,4.8435,0.43165,0.10716,132.67,2.7513,0.16992,0.11055,1.5254,1.3281,0.44637,0.075613,0.058066,0.15584,0.075613,55.673,45.953,3.3452,0.43329,10.53,0.083849,0.057348,0.38655,0.49057,0.36347,0.38252,0.59635,-16672,0.076888,0.45493,0.92311,0.55898,37.55,7.9429,122.47,2.9804,1.9534,1
6905,0.015598,0.80703,0.017081,1.0239,-121.37,0.015598,0.016105,0.21541,1.0538,0.17384,0.016105,0.022519,0.033923,0.016105,5335.4,0.068411,1.2391,0.016105,0.009896,107.52,0.98727,0.098513,0.009584,0.016105,0.17384,0.067783,NAN,0.0638,4.1162,0.48986,0.009896,169.02,2.1595,0.12207,0.098513,1.6596,2.7531,0.26568,0.06053,0.076799,0.1928,0.06053,151.91,44.387,0.032534,0.35353,113.3,0.059408,0.036503,0.90737,0.71519,0.46308,0.64931,0.99234,223.19,0.051038,0.089726,0.94896,0.52829,3.3947,8.2232,160.4,2.2756,6.0789,1
